2025-08-24T00:03:55 | Node relationship removed | us_inflation->stagflation | type=INFLUENCES
2025-08-24T10:19:28 | Replacement of article skipped | mental_health_violence | tf=current cnt=1 < 5
2025-08-24T10:19:28 | Added article | WFSRL9G0C | to existing topic mental_health_violence
2025-08-24T10:19:45 | Saved analysis | eurusd | field "executive_summary" len=1973
2025-08-24T10:19:45 | Rewrite complete | eurusd | total_chars=20959
2025-08-24T10:19:57 | Node relationship created | vaccine_misinformation_violence->mental_health_gun_violence_covid_vaccine | type=INFLUENCES
2025-08-24T10:19:58 | Replacement of article skipped | vaccine_misinformation_violence | tf=current cnt=1 < 5
2025-08-24T10:19:58 | Added article | WFSRL9G0C | to existing topic vaccine_misinformation_violence
2025-08-24T10:20:03 | Node relationship created | us_cybersecurity_incidents->us_federal_judiciary_cybersecurity | type=INFLUENCES
2025-08-24T10:20:03 | Replacement of article skipped | us_cybersecurity_incidents | tf=current cnt=4 < 5
2025-08-24T10:20:03 | Added article | 25L9XAP5S | to existing topic us_cybersecurity_incidents
2025-08-24T10:20:30 | Node relationship created | third_party_cybersecurity_risks->crypto_security_threats | type=INFLUENCES
2025-08-24T10:20:37 | No replacement of article | third_party_cybersecurity_risks | new_article=25L9XAP5S
2025-08-24T10:20:42 | Triggered rewrite | third_party_cybersecurity_risks | new_article=25L9XAP5S
2025-08-24T10:21:09 | Node relationship created | third_party_cybersecurity_risks->ml_cybersecurity | type=INFLUENCES
2025-08-24T10:21:16 | No replacement of article | third_party_cybersecurity_risks | new_article=P91H4KDZF
2025-08-24T10:21:23 | Triggered rewrite | third_party_cybersecurity_risks | new_article=P91H4KDZF
2025-08-24T10:22:44 | Saved analysis | third_party_cybersecurity_risks | field "fundamental_analysis" len=5226
2025-08-24T10:22:48 | Saved analysis | third_party_cybersecurity_risks | field "fundamental_analysis" len=6227
2025-08-24T10:24:17 | Node relationship removed | us_inflation->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T10:24:17 | Node relationship created | us_inflation->us_inflation_stock_impact | type=INFLUENCES
2025-08-24T10:24:24 | Article replaced | us_inflation | old=51977HQR5 new=4B5JK15SY
2025-08-24T10:24:31 | Triggered rewrite | us_inflation | new_article=4B5JK15SY
2025-08-24T10:24:51 | Node relationship created | uk_online_safety_act->disinformation_campaigns | type=INFLUENCES
2025-08-24T10:24:51 | Replacement of article skipped | uk_online_safety_act | tf=current cnt=2 < 5
2025-08-24T10:24:52 | Added article | TRC3E2UMD | to existing topic uk_online_safety_act
2025-08-24T10:26:13 | Node relationship created | nasa_artemis_program->northrop_grumman | type=INFLUENCES
2025-08-24T10:26:13 | Replacement of article skipped | nasa_artemis_program | tf=current cnt=1 < 5
2025-08-24T10:26:13 | Added article | RC63FBU3S | to existing topic nasa_artemis_program
2025-08-24T10:27:05 | Saved analysis | us_inflation | field "fundamental_analysis" len=6203
2025-08-24T10:27:15 | Node relationship removed | us_inflation->core_cpi | type=INFLUENCES
2025-08-24T10:27:16 | Node relationship created | us_inflation->us_inflation_impact_on_bitcoin | type=INFLUENCES
2025-08-24T10:27:22 | Article replaced | us_inflation | old=QZXKE5CBL new=JHGBQ4TQH
2025-08-24T10:27:29 | Triggered rewrite | us_inflation | new_article=JHGBQ4TQH
2025-08-24T10:29:11 | Saved analysis | us_inflation | field "medium_analysis" len=5668
2025-08-24T10:29:34 | Saved analysis | us_inflation | field "fundamental_analysis" len=5363
2025-08-24T10:31:18 | Saved analysis | us_inflation | field "current_analysis" len=3073
2025-08-24T10:31:50 | Saved analysis | us_inflation | field "medium_analysis" len=4220
2025-08-24T10:33:24 | Saved analysis | us_inflation | field "drivers" len=3940
2025-08-24T10:33:36 | Saved analysis | us_inflation | field "current_analysis" len=2046
2025-08-24T10:35:15 | Saved analysis | us_inflation | field "drivers" len=3409
2025-08-24T10:36:26 | Saved analysis | us_inflation | field "movers_scenarios" len=1733
2025-08-24T10:37:05 | Saved analysis | us_inflation | field "movers_scenarios" len=1295
2025-08-24T10:38:45 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1144
2025-08-24T10:39:26 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1351
2025-08-24T10:40:41 | Saved analysis | us_inflation | field "executive_summary" len=1065
2025-08-24T10:40:41 | Rewrite complete | us_inflation | total_chars=22826
2025-08-24T10:40:41 | Added article | 4B5JK15SY | to existing topic us_inflation
2025-08-24T10:41:16 | Node relationship created | core_cpi->us_inflation_data | type=INFLUENCES
2025-08-24T10:41:16 | Replacement of article skipped | core_cpi | tf=current cnt=1 < 5
2025-08-24T10:41:16 | Added article | 4B5JK15SY | to existing topic core_cpi
2025-08-24T10:41:51 | Saved analysis | us_inflation | field "executive_summary" len=1813
2025-08-24T10:41:51 | Rewrite complete | us_inflation | total_chars=19497
2025-08-24T10:41:52 | Added article | JHGBQ4TQH | to existing topic us_inflation
2025-08-24T10:41:53 | Node relationship created | core_monthly_cpi->us_inflation_expectations | type=INFLUENCES
2025-08-24T10:41:53 | Replacement of article skipped | core_monthly_cpi | tf=current cnt=2 < 5
2025-08-24T10:41:54 | Added article | 4B5JK15SY | to existing topic core_monthly_cpi
2025-08-24T10:42:16 | Node relationship created | core_cpi->fed_policy | type=INFLUENCES
2025-08-24T10:42:17 | Replacement of article skipped | core_cpi | tf=fundamental cnt=2 < 5
2025-08-24T10:42:17 | Added article | JHGBQ4TQH | to existing topic core_cpi
2025-08-24T10:42:24 | Node relationship created | us_inflation_data->us_10y | type=INFLUENCES
2025-08-24T10:42:24 | Replacement of article skipped | us_inflation_data | tf=current cnt=1 < 5
2025-08-24T10:42:25 | Added article | 4B5JK15SY | to existing topic us_inflation_data
2025-08-24T10:43:16 | Node relationship created | iphone_17->5g_infrastructure | type=INFLUENCES
2025-08-24T10:43:17 | Replacement of article skipped | iphone_17 | tf=current cnt=3 < 5
2025-08-24T10:43:17 | Added article | 516GLLGJM | to existing topic iphone_17
2025-08-24T10:43:17 | Pipeline complete | pipeline | run complete
2025-08-24T10:43:18 | Retrieved articles | China's Anti-Involution Drive | Retrieved 10 from API
2025-08-24T10:43:42 | Node relationship created | 5g_infrastructure->broadband_equity_access_deployment | type=INFLUENCES
2025-08-24T10:43:42 | Replacement of article skipped | 5g_infrastructure | tf=current cnt=1 < 5
2025-08-24T10:43:43 | Added article | IRJKUTSUM | to existing topic 5g_infrastructure
2025-08-24T10:45:47 | Node relationship created | south_china_sea_tensions->us_china_tariffs | type=INFLUENCES
2025-08-24T10:45:47 | Replacement of article skipped | south_china_sea_tensions | tf=fundamental cnt=3 < 5
2025-08-24T10:45:47 | Added article | 40M82JY72 | to existing topic south_china_sea_tensions
2025-08-24T10:46:30 | Node relationship created | intel_stock_trump_influence->us_tariffs_semiconductors | type=INFLUENCES
2025-08-24T10:46:30 | Replacement of article skipped | intel_stock_trump_influence | tf=current cnt=1 < 5
2025-08-24T10:46:30 | Added article | XQWTVR71K | to existing topic intel_stock_trump_influence
2025-08-24T10:46:36 | Node relationship removed | china_macro->china_ai_semiconductors | type=INFLUENCES
2025-08-24T10:46:36 | Node relationship created | china_macro->us_tariffs_semiconductors | type=INFLUENCES
2025-08-24T10:46:42 | No replacement of article | china_macro | new_article=40M82JY72
2025-08-24T10:46:42 | Added article | 40M82JY72 | to existing topic china_macro
2025-08-24T10:47:06 | Node relationship removed | fed_policy->gold | type=INFLUENCES
2025-08-24T10:47:07 | Node relationship created | fed_policy->eurostoxx50 | type=INFLUENCES
2025-08-24T10:47:14 | Article replaced | fed_policy | old=WUWLQ9S4N new=XQWTVR71K
2025-08-24T10:47:23 | Triggered rewrite | fed_policy | new_article=XQWTVR71K
2025-08-24T10:47:30 | Node relationship removed | us_china_trade_relations->us_china_agriculture_trade | type=INFLUENCES
2025-08-24T10:47:30 | Node relationship created | us_china_trade_relations->us_export_policy_ai_chips | type=INFLUENCES
2025-08-24T10:47:34 | No replacement of article | us_china_trade_relations | new_article=40M82JY72
2025-08-24T10:47:39 | Triggered rewrite | us_china_trade_relations | new_article=40M82JY72
2025-08-24T10:49:14 | Saved analysis | fed_policy | field "fundamental_analysis" len=6114
2025-08-24T10:49:20 | Saved analysis | us_china_trade_relations | field "fundamental_analysis" len=6495
2025-08-24T10:50:49 | Saved analysis | us_china_trade_relations | field "medium_analysis" len=3789
2025-08-24T10:51:06 | Saved analysis | fed_policy | field "medium_analysis" len=3700
2025-08-24T10:52:31 | Saved analysis | us_china_trade_relations | field "current_analysis" len=5635
2025-08-24T10:53:13 | Saved analysis | fed_policy | field "current_analysis" len=4073
2025-08-24T10:55:03 | Saved analysis | us_china_trade_relations | field "drivers" len=3459
2025-08-24T10:55:13 | Saved analysis | fed_policy | field "drivers" len=2599
2025-08-24T10:56:37 | Saved analysis | us_china_trade_relations | field "movers_scenarios" len=1177
2025-08-24T10:56:40 | Saved analysis | fed_policy | field "movers_scenarios" len=1207
2025-08-24T10:58:50 | Saved analysis | us_china_trade_relations | field "swing_trade_or_outlook" len=1353
2025-08-24T10:59:24 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=1504
2025-08-24T11:01:03 | Saved analysis | us_china_trade_relations | field "executive_summary" len=1580
2025-08-24T11:01:03 | Rewrite complete | us_china_trade_relations | total_chars=23488
2025-08-24T11:01:03 | Added article | 40M82JY72 | to existing topic us_china_trade_relations
2025-08-24T11:01:40 | Node relationship created | us_china_trade_negotiations->us_tariffs_on_technology | type=INFLUENCES
2025-08-24T11:01:40 | Replacement of article skipped | us_china_trade_negotiations | tf=fundamental cnt=3 < 5
2025-08-24T11:01:40 | Added article | 40M82JY72 | to existing topic us_china_trade_negotiations
2025-08-24T11:01:41 | Saved analysis | fed_policy | field "executive_summary" len=1372
2025-08-24T11:01:41 | Rewrite complete | fed_policy | total_chars=20569
2025-08-24T11:01:41 | Added article | XQWTVR71K | to existing topic fed_policy
2025-08-24T11:02:06 | Node relationship created | china_us_tariff_truce->us_tariffs_semiconductors | type=INFLUENCES
2025-08-24T11:02:06 | Replacement of article skipped | china_us_tariff_truce | tf=fundamental cnt=2 < 5
2025-08-24T11:02:06 | Added article | 40M82JY72 | to existing topic china_us_tariff_truce
2025-08-24T11:02:29 | Node relationship removed | sp500->gold | type=INFLUENCES
2025-08-24T11:02:29 | Node relationship created | sp500->copper | type=INFLUENCES
2025-08-24T11:02:36 | No replacement of article | sp500 | new_article=XQWTVR71K
2025-08-24T11:02:36 | Added article | XQWTVR71K | to existing topic sp500
2025-08-24T11:02:39 | Node relationship created | us_china_trade_war_2025->us_tariffs_semiconductors | type=INFLUENCES
2025-08-24T11:02:39 | Replacement of article skipped | us_china_trade_war_2025 | tf=fundamental cnt=2 < 5
2025-08-24T11:02:39 | Added article | 40M82JY72 | to existing topic us_china_trade_war_2025
2025-08-24T11:03:03 | Node relationship created | us_treasury_yields->us_national_debt | type=INFLUENCES
2025-08-24T11:03:03 | Replacement of article skipped | us_treasury_yields | tf=current cnt=1 < 5
2025-08-24T11:03:03 | Added article | XQWTVR71K | to existing topic us_treasury_yields
2025-08-24T11:03:10 | Node relationship created | uk_australia_military_partnership->northrop_grumman | type=INFLUENCES
2025-08-24T11:03:11 | Replacement of article skipped | uk_australia_military_partnership | tf=fundamental cnt=2 < 5
2025-08-24T11:03:11 | Added article | 40M82JY72 | to existing topic uk_australia_military_partnership
2025-08-24T11:03:38 | Node relationship created | political_influence_on_stocks->intel_ceo_pressure | type=INFLUENCES
2025-08-24T11:03:38 | Replacement of article skipped | political_influence_on_stocks | tf=current cnt=1 < 5
2025-08-24T11:03:38 | Added article | XQWTVR71K | to existing topic political_influence_on_stocks
2025-08-24T11:04:10 | Node relationship created | us_inflation_data->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T11:04:11 | Replacement of article skipped | us_inflation_impact_on_stocks | tf=current cnt=1 < 5
2025-08-24T11:04:11 | Added article | XQWTVR71K | to existing topic us_inflation_impact_on_stocks
2025-08-24T11:04:14 | Node relationship created | ford_ev_investment->ford_electric_vehicle_strategy | type=INFLUENCES
2025-08-24T11:04:14 | Replacement of article skipped | ford_ev_investment | tf=current cnt=1 < 5
2025-08-24T11:04:14 | Added article | RX8RQQ9J4 | to existing topic ford_ev_investment
2025-08-24T11:04:43 | Node relationship created | ford_universal_ev_platform->ford_electric_vehicle_strategy | type=INFLUENCES
2025-08-24T11:04:43 | Replacement of article skipped | ford_universal_ev_platform | tf=current cnt=1 < 5
2025-08-24T11:04:44 | Added article | RX8RQQ9J4 | to existing topic ford_universal_ev_platform
2025-08-24T11:05:10 | Node relationship created | ford_electric_vehicle_strategy->ford_universal_ev_platform | type=INFLUENCES
2025-08-24T11:05:10 | Replacement of article skipped | ford_electric_vehicle_strategy | tf=current cnt=1 < 5
2025-08-24T11:05:10 | Added article | RX8RQQ9J4 | to existing topic ford_electric_vehicle_strategy
2025-08-24T11:05:40 | Node relationship created | ford_ev_pickup->ford_ev_investment_louisville | type=INFLUENCES
2025-08-24T11:05:41 | Replacement of article skipped | ford_ev_pickup | tf=current cnt=1 < 5
2025-08-24T11:05:41 | Added article | RX8RQQ9J4 | to existing topic ford_ev_pickup
2025-08-24T11:06:00 | Node relationship removed | china_macro->usd | type=INFLUENCES
2025-08-24T11:06:00 | Node relationship created | china_macro->china_ai_semiconductors | type=INFLUENCES
2025-08-24T11:06:00 | Replacement of article skipped | china_macro | tf=current cnt=4 < 5
2025-08-24T11:06:00 | Added article | ZBVVXT0W4 | to existing topic china_macro
2025-08-24T11:06:08 | Node relationship created | ford_ev_investment_louisville->ford_electric_vehicle_strategy | type=INFLUENCES
2025-08-24T11:06:08 | Replacement of article skipped | ford_ev_investment_louisville | tf=current cnt=1 < 5
2025-08-24T11:06:08 | Added article | RX8RQQ9J4 | to existing topic ford_ev_investment_louisville
2025-08-24T11:06:26 | Node relationship removed | fed_policy->euro_inflation | type=INFLUENCES
2025-08-24T11:06:26 | Node relationship created | fed_policy->us_treasury_yields | type=INFLUENCES
2025-08-24T11:06:33 | Article replaced | fed_policy | old=N31FUH3FF new=ZBVVXT0W4
2025-08-24T11:06:38 | Triggered rewrite | fed_policy | new_article=ZBVVXT0W4
2025-08-24T11:06:53 | Node relationship created | ford_universal_ev_production_system->ford_ev_pickup | type=INFLUENCES
2025-08-24T11:06:53 | Replacement of article skipped | ford_universal_ev_production_system | tf=current cnt=1 < 5
2025-08-24T11:06:54 | Added article | RX8RQQ9J4 | to existing topic ford_universal_ev_production_system
2025-08-24T11:07:14 | Node relationship created | third_party_cybersecurity_risks->us_china_supply_chain_risks | type=INFLUENCES
2025-08-24T11:07:18 | No replacement of article | third_party_cybersecurity_risks | new_article=RX8RQQ9J4
2025-08-24T11:07:18 | Added article | RX8RQQ9J4 | to existing topic third_party_cybersecurity_risks
2025-08-24T11:07:37 | Node relationship created | interlock_cyberattack->ml_cybersecurity | type=INFLUENCES
2025-08-24T11:07:37 | Replacement of article skipped | interlock_cyberattack | tf=current cnt=3 < 5
2025-08-24T11:07:37 | Added article | RX8RQQ9J4 | to existing topic interlock_cyberattack
2025-08-24T11:08:01 | Node relationship created | liability_insurance_costs->us_inflation_data | type=INFLUENCES
2025-08-24T11:08:01 | Replacement of article skipped | liability_insurance_costs | tf=current cnt=1 < 5
2025-08-24T11:08:01 | Added article | RX8RQQ9J4 | to existing topic liability_insurance_costs
