2025-09-03T00:01:55 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T01:41:00 | Node relationship removed | copper->ust30y | type=INFLUENCES
2025-09-03T01:41:00 | Node relationship created | copper->ust2y | type=INFLUENCES
2025-09-03T01:41:00 | Replacement of article skipped | copper | tf=fundamental cnt=4 < 5
2025-09-03T01:41:00 | Added article | EC4AY6U1N | to existing topic copper
2025-09-03T01:43:11 | Replacement of article skipped | gold | tf=fundamental cnt=1 < 5
2025-09-03T01:43:12 | Added article | EC4AY6U1N | to existing topic gold
2025-09-03T01:43:20 | Node relationship removed | fed_policy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T01:43:21 | Node relationship created | fed_policy->sofr | type=INFLUENCES
2025-09-03T01:43:21 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T01:43:21 | Added article | HA4D5DIX9 | to existing topic fed_policy
2025-09-03T01:44:43 | Node relationship created | us_crude_inventory->brent | type=INFLUENCES
2025-09-03T01:44:43 | Replacement of article skipped | us_crude_inventory | tf=fundamental cnt=1 < 5
2025-09-03T01:44:43 | Added article | EC4AY6U1N | to existing topic us_crude_inventory
2025-09-03T01:45:40 | Node relationship removed | us_inflation->gold | type=INFLUENCES
2025-09-03T01:45:40 | Node relationship created | us_inflation->usdjpy | type=INFLUENCES
2025-09-03T01:45:40 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T01:45:41 | Added article | HA4D5DIX9 | to existing topic us_inflation
2025-09-03T01:46:20 | Node relationship removed | oil_price_decline->us_crude_inventory | type=INFLUENCES
2025-09-03T01:46:20 | Node relationship created | oil_price_decline->ust30y | type=INFLUENCES
2025-09-03T01:46:20 | Replacement of article skipped | oil_price_decline | tf=fundamental cnt=3 < 5
2025-09-03T01:46:20 | Added article | EC4AY6U1N | to existing topic oil_price_decline
2025-09-03T01:46:32 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T01:46:32 | Added article | HA4D5DIX9 | to existing topic us_core_pce
2025-09-03T01:48:26 | Node relationship removed | spx->us_unemployment_claims | type=CORRELATES_WITH
2025-09-03T01:48:26 | Node relationship created | spx->gold | type=CORRELATES_WITH
2025-09-03T01:48:26 | Replacement of article skipped | spx | no competing candidates in timeframe current
2025-09-03T01:48:27 | Added article | HA4D5DIX9 | to existing topic spx
2025-09-03T01:49:53 | Node relationship removed | dxy->copper | type=INFLUENCES
2025-09-03T01:49:54 | Node relationship created | dxy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T01:49:54 | Replacement of article skipped | dxy | no competing candidates in timeframe current
2025-09-03T01:49:54 | Added article | HA4D5DIX9 | to existing topic dxy
2025-09-03T01:50:14 | Node relationship removed | ust10y->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T01:50:14 | Node relationship created | ust10y->us_services_pmi | type=INFLUENCES
2025-09-03T01:50:15 | Replacement of article skipped | ust10y | no competing candidates in timeframe fundamental
2025-09-03T01:50:15 | Added article | NSQ1I98RR | to existing topic ust10y
2025-09-03T01:52:50 | Node relationship removed | ust10y->us_services_pmi | type=INFLUENCES
2025-09-03T01:52:50 | Node relationship created | ust10y->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T01:52:50 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T01:52:51 | Added article | HA4D5DIX9 | to existing topic ust10y
2025-09-03T01:54:59 | Node relationship removed | ust2y->us_services_pmi | type=INFLUENCES
2025-09-03T01:54:59 | Node relationship created | ust2y->usdcny | type=INFLUENCES
2025-09-03T01:54:59 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T01:54:59 | Added article | HA4D5DIX9 | to existing topic ust2y
2025-09-03T01:55:21 | Node relationship removed | fed_policy->ust30y | type=INFLUENCES
2025-09-03T01:55:21 | Node relationship created | fed_policy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T01:55:21 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T01:55:21 | Added article | KFT0KCJ2S | to existing topic fed_policy
2025-09-03T01:55:36 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T01:55:36 | Added article | HA4D5DIX9 | to existing topic ust5y
2025-09-03T01:57:36 | Node relationship removed | us_inflation->brent | type=INFLUENCES
2025-09-03T01:57:37 | Node relationship created | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T01:57:37 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T01:57:37 | Added article | KFT0KCJ2S | to existing topic us_inflation
2025-09-03T01:57:52 | Node relationship removed | ust30y->wti | type=INFLUENCES
2025-09-03T01:57:53 | Node relationship created | ust30y->us_services_pmi | type=INFLUENCES
2025-09-03T01:57:53 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T01:57:53 | Added article | HA4D5DIX9 | to existing topic ust30y
2025-09-03T02:00:12 | Node relationship removed | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:00:12 | Node relationship created | us_core_pce->us_inflation | type=INFLUENCES
2025-09-03T02:00:13 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T02:00:13 | Added article | KFT0KCJ2S | to existing topic us_core_pce
2025-09-03T02:00:20 | Node relationship removed | gold->wti | type=CORRELATES_WITH
2025-09-03T02:00:20 | Node relationship created | gold->spx | type=CORRELATES_WITH
2025-09-03T02:00:20 | Replacement of article skipped | gold | tf=current cnt=4 < 5
2025-09-03T02:00:20 | Added article | HA4D5DIX9 | to existing topic gold
2025-09-03T02:01:52 | Node relationship removed | ust10y->oil_price_decline | type=CORRELATES_WITH
2025-09-03T02:01:53 | Node relationship created | ust10y->gilt10y | type=CORRELATES_WITH
2025-09-03T02:01:53 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T02:01:53 | Added article | KFT0KCJ2S | to existing topic ust10y
2025-09-03T02:01:59 | Node relationship removed | wti->ust30y | type=INFLUENCES
2025-09-03T02:02:00 | Node relationship created | wti->oil_price_decline | type=INFLUENCES
2025-09-03T02:02:00 | Replacement of article skipped | wti | no competing candidates in timeframe current
2025-09-03T02:02:00 | Added article | HA4D5DIX9 | to existing topic wti
2025-09-03T02:03:27 | Node relationship removed | ust2y->bund10y | type=CORRELATES_WITH
2025-09-03T02:03:27 | Node relationship created | ust2y->us_services_pmi | type=CORRELATES_WITH
2025-09-03T02:03:28 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T02:03:28 | Added article | KFT0KCJ2S | to existing topic ust2y
2025-09-03T02:03:35 | Node relationship removed | brent->oil_price_decline | type=INFLUENCES
2025-09-03T02:03:36 | Node relationship created | brent->ust30y | type=INFLUENCES
2025-09-03T02:03:36 | Replacement of article skipped | brent | no competing candidates in timeframe current
2025-09-03T02:03:36 | Added article | HA4D5DIX9 | to existing topic brent
2025-09-03T02:04:54 | Node relationship removed | ust5y->sx5e | type=INFLUENCES
2025-09-03T02:04:54 | Node relationship created | ust5y->usdcny | type=INFLUENCES
2025-09-03T02:04:54 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T02:04:54 | Added article | KFT0KCJ2S | to existing topic ust5y
2025-09-03T02:05:00 | Node relationship removed | copper->us_core_pce | type=INFLUENCES
2025-09-03T02:05:00 | Node relationship created | copper->china_credit_impulse | type=INFLUENCES
2025-09-03T02:05:00 | Replacement of article skipped | copper | no competing candidates in timeframe current
2025-09-03T02:05:01 | Added article | HA4D5DIX9 | to existing topic copper
2025-09-03T02:06:11 | Node relationship removed | ust30y->us_services_pmi | type=INFLUENCES
2025-09-03T02:06:11 | Node relationship created | ust30y->eur_at1_issuance | type=INFLUENCES
2025-09-03T02:06:12 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T02:06:12 | Added article | KFT0KCJ2S | to existing topic ust30y
2025-09-03T02:06:20 | Node relationship removed | us_unemployment_claims->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:06:20 | Node relationship created | us_unemployment_claims->us_services_pmi | type=INFLUENCES
2025-09-03T02:06:20 | Replacement of article skipped | us_unemployment_claims | no competing candidates in timeframe current
2025-09-03T02:06:20 | Added article | HA4D5DIX9 | to existing topic us_unemployment_claims
2025-09-03T02:07:18 | Node relationship removed | wti->oil_price_decline | type=INFLUENCES
2025-09-03T02:07:19 | Node relationship created | wti->ust30y | type=INFLUENCES
2025-09-03T02:07:19 | Replacement of article skipped | wti | no competing candidates in timeframe current
2025-09-03T02:07:19 | Added article | KFT0KCJ2S | to existing topic wti
2025-09-03T02:07:27 | Node relationship removed | us_services_pmi->us_unemployment_claims | type=INFLUENCES
2025-09-03T02:07:27 | Node relationship created | us_services_pmi->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:07:27 | Replacement of article skipped | us_services_pmi | tf=current cnt=4 < 5
2025-09-03T02:07:27 | Added article | HA4D5DIX9 | to existing topic us_services_pmi
2025-09-03T02:08:26 | Node relationship removed | brent->ecb_policy | type=INFLUENCES
2025-09-03T02:08:26 | Node relationship created | brent->oil_price_decline | type=INFLUENCES
2025-09-03T02:08:27 | Replacement of article skipped | brent | no competing candidates in timeframe current
2025-09-03T02:08:27 | Added article | KFT0KCJ2S | to existing topic brent
2025-09-03T02:09:19 | Node relationship created | us_crude_inventory->fed_policy | type=INFLUENCES
2025-09-03T02:09:20 | Replacement of article skipped | us_crude_inventory | tf=current cnt=0 < 5
2025-09-03T02:09:20 | Added article | KFT0KCJ2S | to existing topic us_crude_inventory
2025-09-03T02:11:59 | Node relationship removed | fed_policy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:12:00 | Node relationship created | fed_policy->ust30y | type=INFLUENCES
2025-09-03T02:12:00 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T02:12:00 | Added article | GVR0E1CVZ | to existing topic fed_policy
2025-09-03T02:12:11 | Node relationship removed | gold->us_unemployment_claims | type=INFLUENCES
2025-09-03T02:12:11 | Node relationship created | gold->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:12:11 | Replacement of article skipped | gold | tf=current cnt=4 < 5
2025-09-03T02:12:11 | Added article | KFT0KCJ2S | to existing topic gold
2025-09-03T02:14:34 | Node relationship removed | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:14:34 | Node relationship created | us_inflation->gold | type=INFLUENCES
2025-09-03T02:14:35 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T02:14:35 | Added article | GVR0E1CVZ | to existing topic us_inflation
2025-09-03T02:14:51 | Node relationship removed | dxy->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:14:51 | Node relationship created | dxy->us_inflation | type=INFLUENCES
2025-09-03T02:14:51 | Replacement of article skipped | dxy | no competing candidates in timeframe current
2025-09-03T02:14:51 | Added article | KFT0KCJ2S | to existing topic dxy
2025-09-03T02:14:51 | Error | - | find_influences_and_correlates skipped: Topic missing | topic_id=usd_cny Error: Failed to fetch node from Neo4j: Node with id 'usd_cny' not found.
2025-09-03T02:14:52 | Replacement of article skipped | usd_cny | tf=current cnt=0 < 5
2025-09-03T02:14:52 | Added article | KFT0KCJ2S | to existing topic usd_cny
2025-09-03T02:14:52 | Error | - | find_influences_and_correlates skipped: Topic missing | topic_id=usd_jpy Error: Failed to fetch node from Neo4j: Node with id 'usd_jpy' not found.
2025-09-03T02:14:52 | Replacement of article skipped | usd_jpy | tf=current cnt=0 < 5
2025-09-03T02:14:52 | Added article | KFT0KCJ2S | to existing topic usd_jpy
2025-09-03T02:16:01 | Node relationship removed | us_core_pce->us_inflation | type=INFLUENCES
2025-09-03T02:16:01 | Node relationship created | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:16:01 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T02:16:01 | Added article | GVR0E1CVZ | to existing topic us_core_pce
2025-09-03T02:16:11 | Node relationship removed | gbpusd->us_services_pmi | type=CORRELATES_WITH
2025-09-03T02:16:11 | Node relationship created | gbpusd->brent | type=CORRELATES_WITH
2025-09-03T02:16:11 | Replacement of article skipped | gbpusd | no competing candidates in timeframe current
2025-09-03T02:16:11 | Added article | KFT0KCJ2S | to existing topic gbpusd
2025-09-03T02:18:08 | Node relationship removed | us_unemployment_claims->us_services_pmi | type=INFLUENCES
2025-09-03T02:18:08 | Node relationship created | us_unemployment_claims->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T02:18:08 | Replacement of article skipped | us_unemployment_claims | no competing candidates in timeframe current
2025-09-03T02:18:08 | Added article | GVR0E1CVZ | to existing topic us_unemployment_claims
2025-09-03T02:18:17 | Node relationship removed | spx->gold | type=CORRELATES_WITH
2025-09-03T02:18:17 | Node relationship created | spx->us_unemployment_claims | type=CORRELATES_WITH
2025-09-03T02:18:17 | Replacement of article skipped | spx | no competing candidates in timeframe current
2025-09-03T02:18:17 | Added article | KFT0KCJ2S | to existing topic spx
2025-09-03T02:20:08 | Node relationship created | usdjpy->fed_powell_rate_cut_hint_2025 | type=CORRELATES_WITH
2025-09-03T02:20:09 | Replacement of article skipped | usdjpy | no competing candidates in timeframe current
2025-09-03T02:20:09 | Added article | GVR0E1CVZ | to existing topic usdjpy
2025-09-03T02:22:57 | Node relationship removed | sx5e->wti | type=CORRELATES_WITH
2025-09-03T02:22:57 | Node relationship created | sx5e->bund10y | type=CORRELATES_WITH
2025-09-03T02:22:57 | Replacement of article skipped | sx5e | no competing candidates in timeframe current
2025-09-03T02:22:57 | Added article | KFT0KCJ2S | to existing topic sx5e
2025-09-03T02:24:01 | Node relationship removed | dxy->ust30y | type=INFLUENCES
2025-09-03T02:24:01 | Node relationship created | dxy->copper | type=INFLUENCES
2025-09-03T02:24:02 | Replacement of article skipped | dxy | no competing candidates in timeframe current
2025-09-03T02:24:02 | Added article | GVR0E1CVZ | to existing topic dxy
2025-09-03T02:25:09 | Node relationship removed | euro_inflation->sx5e | type=INFLUENCES
2025-09-03T02:25:09 | Node relationship created | euro_inflation->ust10y | type=INFLUENCES
2025-09-03T02:25:10 | Replacement of article skipped | euro_inflation | tf=current cnt=1 < 5
2025-09-03T02:25:10 | Added article | KFT0KCJ2S | to existing topic euro_inflation
2025-09-03T02:25:47 | Relationship duplicate | us_services_pmi->eurusd | type=INFLUENCES
